Term_Key,Language_0 (CN),Language_1 (EN),Language_2 (JP),Language_3 (RU),Korean
Talk/827,玉京白玉尊！来者何人！？,Sage of the Jade Capital! Who cometh!?,玉京・白玉尊！侵入者、名を告げよ！,Мудрец Нефритовой столицы! Кто идет!?,옥경 백옥존! 거기에 오는 자는 누구냐!?
Talk/828,哦？就是你了？在我面前也敢称尊？,Oh? It's you then? To call yourself a Sage before me?,へえ？あなたなの？私の前で尊を名乗るだなんて？,О? Так это ты? Звать себя Мудрецом передо мной?,호오? 네년이었느냐? 내 앞에서 감히 존을 칭하다니?
Talk/829,真是凡人的僭越……,Typical presumption of mortals...,凡人の思い上がりも、ここまで来たか…,Типичная самонадеянность смертных...,참으로 범인다운 참월이로구나...
Talk/830,同体契命，绝阵，起！,"Pact of Fate, Formation, activate!",同体契命、絶陣！,"Пакт судьбы, Строй, активируйся!","동체계명, 절진, 발동!"
Talk/831,永生灵契……,Spiritual Pact of Immortality...,永生霊契…！,Духовный пакт бессмертия...,영생영계...
Talk/832,天数有尽，人世无常，该我了！,"Destiny has its end, mortal world is ever-changing—now it's my turn!",天数尽き、人世無常、吾の番だ！,"У судьбы есть предел, мир смертных вечно изменчив — теперь мой черед!","천수는 다하고, 인세는 무상하니, 이제 내 차례다!"
Talk/833,道痕溃散……天眼，开！,"Tao traces, disperse... Heavenly Eye, open!",道痕潰散…天眼、開け！,"Следы Дао, рассейтесь... Небесное око, откройся!","도흔이 흩어진다... 천안, 개안!"
Talk/834,污秽之物，退散……,"Foul abomination, begone...",穢れたもの、退散せよ！,"Мерзкое отродье, сгинь...","더러운 것, 물러가라..."
Talk/835,道生玉莲……绽放……,Tao-Born Jade Lotus... Manifest...,道より玉蓮生ず…咲け！,Рожденный Дао нефритовый лотос... Явись...,도생옥련... 만개하라...
Talk/836,翻天裂海，永镇邪祟……,"Upend the heavens, sunder the seas—forever suppress all evils...",天を翻し海を裂け、邪祟を永遠に鎮めよ！,"Переверни небеса, рассеки моря — навеки подави все зло...","하늘을 뒤집고 바다를 가르고, 사악한 귀신을 영원히 진압하리라..."
Talk/837,镇压于此！,I seal thee here!,ここに封じる！,Я запечатываю тебя здесь!,이곳에 진압한다!
Talk/838,哦？真是有趣……竟然有会炼丹的灵妖……,Oh? How interesting... a spiritual fiend who actually knows alchemy...,あら？丹を煉れる霊妖なんて…珍しいわね…,"О? Как любопытно... духовный демон, что и впрямь владеет алхимией...",오? 정말 재밌구나... 연단을 할 줄 아는 영요라니...
Talk/839,萝——北？,Tur—nip?,だい…こん？,Реп—ка?,무—우?
Talk/840,萝！萝！萝！,Tur! Tur! Tur!,だい！だい！だい！,Реп! Реп! Реп!,무! 무! 무!
Talk/841,可惜……和你的同类一样，脑子依旧不怎么好使……,"Too bad... Just like your kind, you are still a hollow vessel for a soul...",残念ね…あなたの同類と一緒で、頭は相変わらずうまく働いてないのね…,"Жаль... Как и твое племя, ты все еще пустой сосуд для души...","안타깝게도... 네 동족들과 마찬가지로, 여전히 머리가 잘 안 돌아가는구나..."
Talk/842,萝？,Tur?,だい？,Ре?,무?
Talk/843,萝萝萝！萝北？,Turturtur! Turnip?,だいこんだいこん！だいこん？,Реп-реп-реп! Репка?,무무무! 무우?
Talk/844,龙龙龙！！！,Loong-loong-loong!!!,龍龍龍！！！,Лун-лун-лун!!!,용용용!!!
Talk/845,萝！萝——北——,Tur! Tur—nip—,だい！だい…こん！,Реп! Реп—ка—,무! 무—우—
Talk/846,欸嘿——,Ehe hey—,えへへ～,Э-хе-эй—,에헤—
Talk/847,我是！小青龙！,It's me! The Little Azure Dragon!,あたしは！小青龍だよ！,Это я! Малый лазурный дракон!,나는야! 소청룡!
Talk/848,哼！区区形似罢了……,Hmph! You are merely a semblance...,ふん！形が似てるだけでしょ…,Хмф! Ты лишь подобие...,흥! 고작 흉내만 냈을 뿐...
Talk/849,没有我的准许，这世上不会有什么真龙……,"Without my permission, no true dragon shall exist in this world...",私の許しなく、この世に「真龍」なんて存在しないのよ…,Без моего дозволения ни один истинный дракон не будет существовать в этом мире...,"내 허락 없이는, 이 세상에 진룡 따위 존재할 수 없다..."
Talk/850,坏僵尸！咬你！,Bad zombie! I'll bite you!,わるい屍！かじっちゃうんだから！,Плохой зомби! Я тебя укушу!,나쁜 강시! 물어버릴 거야!
Talk/851,龙门……我又回来了……,The Dragon Gate... Here I am again...,龍門…また戻ってきたわ…,Драконьи врата... Вот я снова здесь...,용문... 내 다시 돌아왔노라...
Talk/852,所谓的“化龙”……就是你搞出来的？,"Is this so-called ""Dragon Ascension"".. your doing?",「化龍」ってやつは…あなたが仕組んだのかしら？,Это так называемое ?Вознесение дракона?... твоих рук дело?,이른바 '화룡'이라 함이... 네놈이 벌인 짓이더냐?
Talk/853,哪里来的僵尸？！竟敢擅闯龙门……,Where did this zombie come from?! How dare you trespass the Dragon Gate...,どこから来た屍なの！？龍門を汚すなんて…,Откуда взялся этот зомби?! Как ты смеешь вторгаться в Драконьи врата...,어디서 굴러먹던 강시냐?! 감히 용문을 함부로 침범하다니...
Talk/854,正好试试我的化龙之术！,Perfect—let's test my Dragon Ascension technique!,ちょうどいいわ！あたしの化龍の術を試してみよう！,Прекрасно — испытаем мою технику Вознесения дракона!,마침 내 화룡지술을 시험해 볼 참이었거늘!
Talk/855,啧……区区一条鲤鱼精，胆子倒是不小……,"Tsk... You are bold indeed, for a mere carp fiend...",ちっ…ただの鯉の精が、大した度胸ね…,Ц... А ты и впрямь дерзок для простого карпа-демона...,쯧... 한낱 잉어 요괴 따위가 간덩이도 크구나...
Talk/856,不知道你受不受得住这……化龙雷劫？,I wonder if you can withstand this... Tribulation of Dragon Ascension?,この「化龍雷劫」に…耐えられるかしら？,"Любопытно, выдержишь ли ты это... Кару Вознесения дракона?",네놈이 이... 화룡뇌겁을 버텨낼 수 있을지 모르겠군?
Talk/857,雷劫……劈下来了……,The tribulation... strikes down...,雷劫…落ちてきた…,Кара... обрушивается...,뇌겁이... 내리친다...
Talk/858,唔……好多雷……,Ugh... so many bolts...,うぅ…雷がいっぱい…,Кх... столько разрядов...,윽... 엄청난 벼락이...
Talk/859,蟠龙剑术，斩！,"Panloong sword, strike!",蟠龍剣術、斬！,"Меч Паньлун, бей!","반룡검술, 참!"
Talk/860,斩断一切！,Sever all!,すべて断ち切る！,Рассеки все!,모든 것을 베어 가르리라!
Talk/861,潮水，淹没……,"Tidal wave, engulf...",潮よ…飲み込め…,"Приливная волна, поглоти...","조수여, 휩쓸어라..."
Talk/862,窒息吧……,Suffocate...,息も…できなくしてあげる…,Задуши...,질식할지어다...
Talk/863,尝尝我这雷劫的味道！,Taste the fury of this lightning tribulation!,あたしの雷劫を味わいなさい！,Вкуси ярость этой молниевой кары!,내 뇌겁의 맛을 보거라!
Talk/864,雷劫，来吧！,"Lightning tribulation, come forth!",雷劫、おいで！,"Молниевая кара, явись!","뇌겁이여, 오라!"
Talk/865,唔……雷劫……好痛……,Ugh... the lightning... it hurts...,うぅ…雷劫…痛い…,Кх... молния... больно...,으윽... 뇌겁... 너무 아파...
Talk/866,动不了了……,I can't move...,動けない…,Я не могу двигаться...,몸이 움직이지 않아...
Talk/867,哈哈，真是有趣……,"Haha, how amusing...",あはは…面白いわね…,"Ха-ха, как забавно...","하하, 참으로 흥미롭구나..."
Talk/868,竟然能化龙到这种地步……,To have transformed into a dragon to this extent...,ここまで化龍できるとは…,Превратиться в дракона до такой степени...,이 정도까지 화룡을 이뤄내다니...
Talk/869,不过——到此为止了——,But—this is where it ends—,でも…そろそろ終わりよ…,Но — на этом все кончается —,허나— 여기까지다—
Talk/870,这世上再也不会有真龙……,There shall be no more true dragons in this world...,この世にもう二度と真龍は生まれない…,В этом мире больше не будет истинных драконов...,이 세상에 진룡은 더 이상 존재하지 않을 것이니...
Talk/871,至于你这条鲤鱼精……祸太岁，赏给你了,"As for you, carp fiend... Calamity Lord, it's your toy now",鯉の精、お前は…タコ姫、あげるわ。,"А ты, карп-демон... Владыка бедствий, теперь это твоя игрушка","이 잉어 요괴는... 화태세, 네게 하사하마."
Talk/872,（祸太岁施展法力，无数触手将其拉入深渊）,"(As the Calamity Lord unleashes her power, countless tentacles drag it into the abyss)",（無数の触手が白鱗姫を深淵へ引きずり込む）,"(Владыка бедствий высвобождает свою силу, и бесчисленные щупальца утаскивают его в бездну)","(화태세가 법력을 펼치자, 무수한 촉수가 그를 심연으로 끌고 들어간다)"
Talk/873,感谢尸姬大人赏赐！哈哈，作为你化龙的赏赐……,"Thank you for the gift, my Lady! Haha, as a reward for your dragon ascension...",屍姫さま、ありがとう！はは、化龍のご褒美に…,"Благодарю за подарок, госпожа! Ха-ха, в награду за твое вознесение дракона...","시희님의 하사에 감사드립니다! 하하, 네놈이 화룡한 것에 대한 포상으로..."
Talk/874,便赏你，以半龙的姿态，溺死在这里吧……哈哈哈！,I'll grant you the honor of drowning... here in your half-dragon form! Hahahaha!,ご褒美に、半龍の姿のまま、ゆっくり溺れ死なせてあげる…あはは！,"Дарую тебе честь утонуть... прямо здесь, в твоем полудраконьем облике! Ха-ха-ха!",반룡의 모습으로 이곳에서 익사하는 것을 상으로 주지... 하하하!
Talk/875,咕唔——,Guhm—,ぐふっ——,Гм—,꾸르륵—
Talk/876,僵尸？哼——,Zombies? Hmph—,屍か？ふん——,Зомби? Хмф—,강시? 흥—
Talk/877,区区僵尸，挡得住我遮天蔽日的蝗灾么？！,Can mere zombies stand against my sky-darkening locust plague?!,屍ごときが、天を覆う蝗害を止められるとでも！？,Разве жалкие зомби устоят против моей затмевающей небо саранчи?!,한낱 강시 따위가 하늘을 가리는 본좌의 황재를 막을 수 있을쏘냐?!
Talk/878,化为蝗群的血肉吧！,Become the flesh and blood of the swarm!,蝗群の血肉となれ！,Стань плотью и кровью роя!,황충 무리의 혈육이 될지어다!
Talk/879,蝗灾？这几只异界的小蚂蚱也该称灾？,Locust plague? You call these skinny grasshoppers a plague?,蝗害？異界の小バッタが災を名乗るの？,Нашествие саранчи? Ты зовешь этих тощих кузнечиков нашествием?,황재라고? 이계의 하찮은 메뚜기 몇 마리가 감히 재앙을 참칭한단 말이냐?
Talk/880,真是有趣，孩子们，陪它玩玩……,"You amuse me. Little ones, play with it a while...",面白いわね、子どもたち、遊んであげなさい…,"Ты меня забавляешь. Малыши, поиграйте с ним немного...","참으로 흥미롭구나. 얘들아, 저자와 놀아주거라..."
Talk/881,（翅膀扇动声）,(Wings flapping),（翅の振動音・ざわざわざわ…）,(Хлопанье крыльев),(날갯짓 소리)
Talk/882,蝗灾！吞噬一切！,Locust plague! Devour all!,蝗害！すべてを喰らえ！,Нашествие саранчи! Пожрите все!,황재여! 만물을 집어삼켜라!
Talk/883,大啖食粮之刻已到！,And let the feast begin.,さあ宴の時間だ！,И да начнется пир.,양식을 포식할 때가 도래하였도다!
Talk/884,归于草渊……,Fall to the grassy depths...,草淵へ…帰れ…,Падите в травяную глушь...,초연으로 회귀할지니...
Talk/885,成为蝗群的养分吧！,Be nourishment for the swarm!,蝗群の養分となるがいい！,Станьте пищей для роя!,황충 무리의 양분이 될지어다!
Talk/886,吞噬！食粮！,Devour! Consume!,喰らえ！糧を！,Пожирай! Поглощай!,삼켜라! 양식이여!
Talk/887,血肉归于蝗群……,All the flesh and blood to the locusts...,血肉は蝗群に,Всю плоть и кровь — саранче...,혈육은 황충에게 돌아가리니...
Talk/888,好浓郁的尸气……这里是亡者的世界吗？,Such a thick stench of decay... Is this the realm of the dead?,すごく濃厚な屍気…ここは死者の国かしら？,Какой густой смрад тлена... Это и есть царство мертвых?,이토록 짙은 시기라니... 이곳은 망자의 명계란 말인가?
Talk/889,有趣有趣，又一个所谓的“异界来客”……,"Well well, another so-called ""visitor from another realm""...",面白いじゃない、また「異界来客」がきたわ…,"Так-так, еще один так называемый ?гость из иного мира?...?","재밌구나 재밌어, 또 한 명의 이른바 ""이계의 객""이 찾아왔군..."
Talk/890,希望你比那个小蝗虫耐玩一些……哈哈哈哈……,I hope you prove more entertaining than that little locust... Hahahaha...,あのバッタより、少しは持つかしら？あははは…,"Надеюсь, ты окажешься занятнее той мелкой саранчи... Ха-ха-ха...",네놈은 그 꼬마 메뚜기보다는 좀 더 유희거리가 되길 바라노라... 하하하하...
Talk/891,什么！？……蝗道友……,What!? So the Locust Taoist has...,なっ！？…蝗道友…,Что!? Так Даос саранчи...,뭣이!?... 황 도우가...!
Talk/892,来者不善呀……（琵琶拨弄声）,This visitor means no good... (Pipa plucking),相手は善からざる者のようね…（琵琶の音）,Этот гость не сулит добра... (Перебор пипы),오신 손님이 곱지는 않군요... (비파 뜯는 소리)
Talk/893,天音——散魂——,Heavenly sound—Scatter souls—,天音――散魂――,Небесный звук — Рассей души —,천음— 산혼—
Talk/894,随风而去吧……,Drift away with the wind...,風とともに去れ…,Унесись с ветром...,바람과 함께 사라지세요...
Talk/895,（弦乐器的声音）,(String instrument sounds),（弦楽器の調べ）,(Звуки струнного инструмента),(현악기 소리)
Talk/896,尸姬？春神？阴阳颠倒，生死伦乱……,"Lady Zombie? Spring Goddess? Yin and Yang overturned , life and death in chaos...",屍姫？春神？陰陽が逆転し、生死が乱れる…,"Леди-зомби? Весенняя богиня? Инь и Ян перевернуты, жизнь и смерть в хаосе...","시희? 춘신? 음양이 뒤집히고, 생사의 윤리가 어지러우니..."
Talk/897,究竟……是顺应天道，还是背离天时？,"Does this... align with the Way of Heaven, or defy the celestial order?",果たして…天道に従うべきか、天時に背くべきか？,Согласуется ли это... с Путем небес или попирает небесный порядок?,"대체... 천도에 순응하는 것인가, 아니면 천시를 배반하는 것인가?"
Talk/898,哦？你这异界小修知道的还不少……,"Oh? For a minor cultivator from another realm, you know quite a lot...",おや？異界の修士がよく知ってるじゃない…,О? Для мелкого культиватора из иного мира ты немало знаешь...,오? 이계의 작은 수행자치고는 아는 게 꽤 많구나...
Talk/899,孩子们，把她抓来！,"Little ones, seize her!",子どもたち、捕まえなさい！,"Малыши, схватите ее!","얘들아, 저 여자를 잡아라!"
Talk/900,清白之人，清白之世……,"Pure souls, pure worlds...",清らかな者、清らかな世…,"Чистые души, чистые миры...","청백한 사람, 청백한 세상..."
Talk/901,庇佑于我……,Grant me your protection...,あたしを守りたまえ…,Даруй мне свою защиту...,나를 보우하소서...
Talk/902,灵力湮灭……,"Mana, annihilate...",霊力が…消えてゆく…,"Мана, уничтожь...",영력 인멸...
Talk/903,天魔之术，湮灭吧,"Celestial Demon's Hex, obliterate!",天魔の術、湮滅せよ！,"Проклятие Небесного демона, сокруши!","천마의 술, 인멸하라"
Talk/904,哈哈，看破！,Ha! I see through it!,あはは、見切ったわ！,Ха! Я вижу тебя насквозь!,"하하, 간파했다!"
Talk/905,有破绽！,A flaw!,隙あり！,Брешь!,빈틈이 있다!
Talk/906,定！,Freeze!,定！,Замри!,정!
Talk/907,定身术！,Immobilization!,定身術！,Обездвиживание!,정신술!
Talk/908,异界的小修，你尽力了。,"Little cultivator from another realm, you've fought well.",異界の修士、よく頑張ったわね。,"Мелкий культиватор из иного мира, ты дрался славно.","이계의 작은 수행자여, 애썼구나."
Talk/909,真仙之敌，强横至此。只能到此为止了吗。,So formidable is the power of a true immortal. Is this the end?,真仙の敵、ここまで強いなんて。これで終わりなの？,Сколь грозна сила истинного бессмертного. И это конец?,진선의 적이 이토록 강횡하다니. 여기까지란 말인가.
Talk/910,这一身奇诡异术....异界修士……着实有趣……,These bizarre and uncanny arts of yours... Cultivators from another realm... are truly fascinating...,この奇妙な術…異界の修士…面白いわね…,"Эти твои причудливые, диковинные искусства... Культиваторы из иного мира... поистине завораживают...",이 기이하고 괴상한 술법이라니... 이계의 수사는... 참으로 흥미롭구나...
Talk/911,这就是你穿梭世界的依仗么？若是稍加调制，又会有何种表现呢～？,Is this the means you rely on to traverse worlds? What might it become? if I tweaked just a bit~?,これが…世界を渡る鍵？少し手を加えたら、どんな効果を発揮するかしら～？,"Это и есть средство, которым ты странствуешь меж мирами? Во что оно обратится... если я чуть-чуть подправлю~?","이것이 네가 세계를 넘나드는 수단이냐? 조금만 조제하면, 또 어떤 모습을 보여줄까~?"
Talk/912,呜～，你不要掂它呀～！,Woo~ Keep your hands off it~!,うぅ…それに触らないで～！,У-у~ Убери от него руки~!,"우우~, 그거 건드리지 마요~!"
Talk/913,（尸姬出手引动天魔法宝，使得灵絮的灵力被暴走的天魔榨干殆尽，连神识都被天魔法宝反噬而迷失了。）,"(The Lady Zombie activated the artifact, causing Etheria's mana to be drained dry by the rampaging Celestial Demon. Even her spiritual sense was lost to the artifact's backlash.)",（屍姫、天魔法宝を発動させると、綿々の霊力が暴走した天魔に搾り取られ、天魔法宝の神識ごと呑み込まれる）,"(Леди-зомби активировала артефакт, и ману Этерии досуха выпил буйствующий Небесный демон. Даже ее духовное чутье было утрачено из-за отдачи артефакта.)","(시희가 손을 써 천마법보를 발동시키자, 영서의 영력이 폭주하는 천마에게 남김없이 빨려나가고, 신식마저 천마법보에 반서되어 잃어버리게 되었다.)"
Talk/914,不要……呜喔！嗯嗯嗯啊~,No... Ugh! Mmhmm... Ah~,やだ…うぐっ！んんんあぁ～！,Нет... Кх! Мм... Ах~,안 돼... 우오옷! 으으으음아~
Talk/915,呵呵，这都承受不了么？,"Heh, can't even stand this?",ふふ…これにすら耐えられないの？,"Хе, даже этого не выдержишь?","후후, 이 정도도 견디지 못하는 게냐?"
Talk/916,不如在我身边，多多磨～炼～一番，如何？,Why not stay by my side and undergo some... training... hmm?,私のそばで、もっともっと磨いてみない？,Отчего бы не остаться при мне и не пройти небольшую... дрессировку... м?,"차라리 내 곁에서, 좀 더 단~련~해 보는 게 어떠냐?"
Talk/917,咕嗯嗯嗯……,Guh... mmm...,…んんぐ…,Кх... мм...,구으으음...
Talk/918,不回话，就当你答应咯。,No reply? I'll take that as a yes.,返事がないってことは、同意とみなすわ。,Нет ответа? Сочту это за ?да?.,"대답이 없으니, 승낙한 걸로 알겠다."
Talk/919,（昏死……）,(Fainted...),（気を失う…）,(Лишилась чувств...),(기절...)
Talk/920,前方，是个喜欢躲在别人身后的小家伙呢……,Up ahead is a little someone who likes to hide behind others...,前方に、他人の後ろに隠れるのが好きな子がいます…,"Впереди некто, кто любит прятаться за чужими спинами...","앞쪽에는, 남 뒤에 숨는 걸 좋아하는 꼬맹이가 있구나..."
Talk/921,尸姬大人小心，那个凡人似乎掌握一些时间的力量……,"Be cautious, my Lady, that mortal seems to wield some power over time...",屍姫さま、お気をつけて。あの凡人、時間を操る力を持っているようです…,"Будьте осторожны, госпожа, тот смертный, похоже, владеет некой властью над временем...","시희님 조심하십시오, 저 범인은 시간의 힘을 일부 다루는 듯합니다..."
Talk/922,这里就是尽头了，尸姬大人，请将这个历史的幽灵，握在手中吧……,"This is the end, my Lady. Please grasp this ghost of history in your hand...",ここまでだ。屍姫さま、この歴史の幽霊をお収めください…,"Это конец, госпожа. Прошу, зажмите этого призрака истории в своей руке...","여기가 끝입니다. 시희님, 이 역사의 유령을 손에 넣으십시오..."
Talk/923,尸姬大人，前方似乎有一个精通雷法的凡人呢……,"My Lady, there appears to be a mortal ahead who masters lightning magic...",屍姫さま、前方に雷法に精通した凡人がいるようです…,"Госпожа, впереди, похоже, смертный, владеющий магией молний...","시희님, 전방에 뇌법에 정통한 범인이 있는 듯합니다..."
Talk/924,雷霆愈发狂躁了……尸姬大人，小心那个疯癫的凡人……,"The lightning grows ever more violent... My Lady, beware that deranged mortal...",雷がますます激しくなっていきます…屍姫さま、あの狂った凡人にお気を付けください…,"Молния все яростнее... Госпожа, остерегайтесь того безумного смертного...","뇌정이 더욱 광포해지고 있습니다... 시희님, 저 미치광이 범인을 조심하십시오..."
Talk/925,尸姬大人，这就是最后了，那个重鸣……似乎有些怪异的手段呢……,"My Lady, this is the end. That Resonantia... seems to possess some peculiar power...",屍姫さま、これで終わりです。あの重鳴…奇妙な技を持っているようですね…,"Госпожа, это конец. Та Резонантия... похоже, обладает некой особой силой...","시희님, 이것이 마지막입니다. 저 중명이라는 자... 꽤나 괴이한 수단을 가진 듯합니다..."
Talk/926,那个诡异的葫芦……尸姬大人，不要让他的飞剑攒起来！,"That weird gourd... My Lady, don't let his flying swords gather!",あの奇妙な瓢箪…屍姫様、彼に飛剣をためさせないでください！,"Та странная тыква... Госпожа, не дайте его летающим мечам собраться!","저 기이한 호리병... 시희님, 놈의 비검이 모이지 않도록 하십시오!"
Talk/927,好浓郁的药香……前方，估计会有一场持久战……,Such a potent herb scent... Seems we're in for a protracted battle...,強烈な薬香…持久戦になりそうですね…,"Такой сильный запах трав... Похоже, нас ждет затяжной бой...",약 냄새가 짙습니다... 앞쪽은 장기전이 될 것 같습니다...
Talk/928,这是……鬼气？看来这些所谓的仙人，也会修行一些邪术呢……,Is this... ghostly energy? So these so-called immortals also practice dark arts after all...,これは…鬼気？仙人も邪悪な術を修行するようですね…,Это... призрачная энергия? Так эти так называемые бессмертные тоже практикуют темные искусства...,"이건... 귀기? 이른바 선인이란 작자들도, 사술을 수련하는 모양이군요..."
Talk/929,最后，尸姬大人，看看白玉京的最高处，究竟躲着什么东西吧……,"Finally, my Lady, let's look upon the peak of White Jade Capital, and see what lurks there...",最後に、屍姫さま、白玉京で最も高いところに、何が隠されているか見てみましょう…,"Наконец, госпожа, взглянем на вершину Белонефритовой столицы и увидим, что таится там...","마지막입니다, 시희님. 백옥경의 가장 높은 곳에 도대체 무엇이 숨어있는지 확인하시지요..."
Talk/930,尸姬大人，前方的白猫……似乎对杀戮格外敏感呢……,"My Lady, that white cat ahead... seems unusually sensitive to bloodshed...",屍姫さま、前方の白猫…殺生に特に敏感なようです…,"Госпожа, тот белый кот впереди... похоже, необычайно чуток к пролитой крови...","시희님, 전방의 흰 고양이... 살육에 유난히 민감한 듯합니다..."
Talk/931,好扭曲的气息……尸姬大人……这复苏的力量似乎与您有些相似……,Such a twisted aura... My Lady... this force of revival bears a strange resemblance to yours...,なんて歪んだ気なの…この復活の力…屍姫さま、あなたのものに少し似ていますね…,Какая искаженная аура... Госпожа... эта сила возрождения странно схожа с вашей...,참으로 뒤틀린 기운이군요... 시희님... 이 복소의 힘은 님과 어딘가 닮아 있습니다...
Talk/932,这里就是客栈的核心了，如果多些人手，似乎那个狐妖就不足为惧了……,"This is the inn's core. If our numbers are enough, that fox fiend should pose little threat...",ここが旅籠の中心、人手が増えれば、あの狐妖など恐れるに足りません…,"Это сердцевина постоялого двора. Если нас будет достаточно, та лиса-демон вряд ли станет угрозой...","이곳이 객잔의 핵심입니다. 일손만 좀 더 있다면, 저 여우 요괴는 두려울 게 없을 듯합니다만..."
Talk/933,前方那心脏……似乎是您当年的手笔……,That heart ahead... appears to be your handiwork from years past...,あの心臓…当時あなたが作ったもののような…,"То сердце впереди... похоже, ваших рук дело многолетней давности...",저 앞의 심장... 과거 님께서 만드신 물건인 듯합니다...
Talk/934,尸姬大人小心，经过了无尽岁月的侵袭，这具机关人似乎有些诡异……,"My Lady, be cautious. After enduring the ravages of eons, this automaton feels rather unsettling...",屍姫さま、お気をつけて。長い歳月に晒されて、このからくり人形は変質しているようです…,"Госпожа, будьте осторожны. Пережив разрушения эпох, этот автоматон ощущается весьма тревожно...",시희님 조심하십시오. 무수한 세월의 풍파를 겪은 저 기관 인형은 어딘가 기이합니다...
Talk/935,最后，尸姬大人，我们又一次见到了这个渎神的罪人……,"Finally, my Lady, we meet this blasphemous sinner once more...",屍姫さま、ついにこの神を冒涜した罪人にもう一度会えましたね…,"Наконец, госпожа, мы вновь встречаем этого кощунственного грешника...","마지막으로, 시희님. 우리는 또다시 이 신을 모독한 죄인과 마주했습니다..."
Talk/936,尸姬大人，前方的灵妖，似乎有些不一般呢……,"My Lady, the spiritual fiend ahead seems rather unusual...",屍姫さま、前方の妖霊は、ただ者ではないようです…,"Госпожа, духовный демон впереди кажется весьма необычным...","시희님, 전방의 영요는 뭔가 심상치 않습니다..."
Talk/937,那是……奇怪的，龙？总觉得精神似乎不太正常的样子……,Is that ... a strange dragon? It appears somewhat unhinged...,あれは…奇妙な、龍？なんだか精神に異常をきたしているような…,Это... странный дракон? Он выглядит несколько безумным...,저건... 이상한 용? 정신 상태가 온전치 않아 보입니다...
Talk/938,走到尽头了，尸姬大人，天上雷云密集，似乎有些不太对劲……,"We've reached the end, my Lady. Thunderclouds gather thickly overhead—something feels off...",ここで最後です。屍姫さま、空に雷雲が垂れこめています、何かがおかしいような…,"Мы достигли конца, госпожа. Грозовые тучи густо сгущаются над головой — что-то не так...","끝에 다다랐습니다. 시희님, 하늘에 뇌운이 밀집한 것이 뭔가 심상치 않습니다..."
Talk/939,那是……异界的蝗虫？尸姬大人小心它的毒……,"Are these... locusts from another realm? Beware its venom, my Lady...",あれは…異界のバッタ？屍姫さま、毒にお気をつけて…,"Это... саранча из иного мира? Берегитесь ее яда, госпожа...","저건... 이계의 황충? 시희님, 놈의 독을 조심하십시오..."
Talk/940,尸姬大人，那个琵琶有些诡异，动手时请小心些……,"My Lady, that pipa feels eerie. Proceed with caution when you engage...",屍姫さま、あの琵琶の音は少し奇妙です。攻撃する時はお気をつけて…,"Госпожа, та пипа ощущается жутко. Будьте осторожны, вступая в бой...","시희님, 저 비파가 좀 기이하니 손을 쓰실 때 주의하십시오..."
Talk/941,恐怕这就是最后一个了，尸姬大人小心这些异界修士的法术……,"This must be the last one. My Lady, beware the spells of these alien cultivators",おそらくこれで最後です。屍姫さま、異界の修士の法術にはお気をつけて…,"Должно быть, это последний. Госпожа, остерегайтесь заклинаний этих чужемирных культиваторов","아마도 이것이 마지막일 것입니다. 시희님, 이 이계 수사들의 법술을 조심하십시오..."
Talk/942,退下！,Stand down!,退け！,Стоять!,물러가라!
Talk/943,不得……冒犯！,Make no... offense!,失礼だぞ！,Не сметь... оскорблять!,범접하지... 마라!
Talk/944,退下！,Stand down!,退け！,Стоять!,물러가라!
Talk/945,不得……冒犯！,Make no... offense!,失礼だぞ！,Не сметь... оскорблять!,범접하지... 마라!
Talk/946,嗷——,Graar—,うおおっ——！,Гррр—,크아앙—
Talk/947,力量，生长，愈合,"Power, growth, healing",力…成長…癒し…,"Сила, рост, исцеление","힘, 성장, 치유"
Talk/948,神明已死……,The gods are dead...,神は死せり…,Боги мертвы...,신명은 죽었다...
Talk/949,三千神机，请尸姬大人归天！,"The Three Thousand Custodes, escort the Lady Zombie to the Heavens...",三千神機、屍姫さま天にお帰りを！,"Три тысячи стражей, проводите Леди-зомби на Небеса...","삼천 신기가 청하노니, 시희님은 승천하십시오!"
Talk/950,哼，火器……,"Hmph, firearms...",ふん…火器か…,"Хмф, огнестрел...","흥, 화기라..."
Talk/951,凡人，总会给我整点新花样……,Mortals always come up with new tricks...,凡人は、いつも新しいおもちゃを持ってくるのね…,Смертные вечно измышляют новые уловки...,"범인들은, 항상 새로운 재주를 부리는구나..."
Talk/952,列阵——迎敌！,Form ranks! Engage!,列陣…敵を迎えよ！,Стройся! В бой!,진을 쳐라— 적을 맞이하라!
Talk/953,抵近——开火！,Close in! Fire!,接近…撃て！,Сомкнуть строй! Огонь!,접근— 발사!
Talk/954,重复，射击！,"Repeat, fire!",繰り返し、撃て！,"Повторно, огонь!","반복한다, 사격!"
Talk/955,上符，雷铳！,"Enchant, lightning shots!",符よ、雷銃！,"Зачаровать, молниевые залпы!","부적 장전, 뇌총!"
Talk/956,听令，上雷符！,"On me, lightning sigils!",雷霆符、行け！,"За мной, молниевые печати!","명령을 따르라, 뇌부 장전!"
Talk/957,魍魉……退散！,Fiends... Be gone!,魍魎…退散せよ！,Демоны... Прочь!,망량들은... 물러가라!
Talk/958,啸龙吟——,Dragon's Roar—,龍吟、轟け！,Рев дракона—,소룡음—
